manuscript_id,decade,evaluable,split,cv_fold
990001752860205171,1450,True,train,4
990001753280205171,1400,True,test,-1
990001753410205171,1350,True,train,3
990001753700205171,1450,True,train,0
990001754270205171,1450,True,test,-1
990001754460205171,1450,True,test,-1
990001754890205171,1450,True,train,2
990001757030205171,1450,True,train,2
990001767000205171,1450,True,train,4
990001794030205171,1500,True,test,-1
990001797970205171,1400,True,train,3
990001809150205171,1400,True,train,3
990001809900205171,1450,True,train,2
990001810420205171,1400,True,test,-1
990001810730205171,1450,True,train,2
990001816410205171,1350,True,test,-1
990001816520205171,1300,True,train,4
990001816610205171,1450,True,train,1
990001816710205171,1350,True,test,-1
990001816720205171,1300,True,train,1
990001816780205171,1500,True,test,-1
990001817520205171,1350,True,test,-1
990001817570205171,1500,True,train,1
990001817770205171,1450,True,train,4
990001819480205171,1450,True,train,0
990001821210205171,1350,True,train,3
990001821220205171,1300,True,test,-1
990001821420205171,1300,True,test,-1
990001821500205171,1450,True,train,1
990001822390205171,1500,True,train,2
990001845530205171,1250,True,train,2
990001845550205171,1200,True,train,2
990001845620205171,1500,True,test,-1
990001845640205171,1250,True,train,4
990001884630205171,1400,True,train,1
990001884810205171,1450,True,test,-1
990001905650205171,1400,True,test,-1
990001906010205171,1300,True,test,-1
990001909550205171,1350,True,train,1
990001909760205171,1400,True,test,-1
990001911110205171,1450,True,train,0
990001915190205171,1350,True,train,4
990001915260205171,1350,True,test,-1
990001915520205171,1450,True,test,-1
990001915760205171,1450,True,train,2
990001915770205171,1400,True,train,1
990001916510205171,1450,True,train,4
990001916680205171,1450,True,train,0
990001916810205171,1400,True,test,-1
990001916850205171,1400,True,train,0
990001916930205171,1450,True,test,-1
990001917570205171,1500,True,train,2
990001918470205171,1500,True,train,3
990001934340205171,1400,True,train,1
990001942180205171,1450,True,train,2
990001978630205171,1250,True,test,-1
990001980350205171,1500,True,test,-1
990001989160205171,1250,True,train,3
990002096790205171,1450,True,test,-1
990025754130205171,1400,True,train,3
990026836920205171,1400,True,test,-1
